source_type,source_id,source_name,event_id,event_name,page,command_index,code,kind,text,story_index,draft_id,draft_status
map,42,,24,EV024,1,0,101,show_text,La papelera está llena de... vamos a dejar de mirarla mejor.,2,Tempat sampahnya penuh... mari kita berhenti melihatnya dengan lebih baik.,proofread_opening
map,42,,2,Intro en casa,1,5,101,show_text,"\dxn[Papá]Bueno, pues ya he terminado de preparar la cena. Mi mujer debería estar a punto de llegar.",2,"\dxn[Papá]Baiklah, saya sudah selesai menyiapkan makan malam. Istri saya seharusnya akan segera tiba.",proofread_opening
map,42,,2,Intro en casa,1,10,101,show_text,"\dxn[Papá]Le alegrará que haya preparado unas KrabbyBurger con queso, es su plato favorito.",2,"\dxn[Papá]Dia akan senang Anda membuat KrabbyBurger dengan keju, itu hidangan favoritnya.",proofread_opening
map,42,,2,Intro en casa,1,26,101,show_text,\dxn[Papá]Hablando de la reina de la casa.,2,\dxn[Papá]Berbicara tentang ratu rumah.,proofread_opening
map,42,,2,Intro en casa,1,40,101,show_text,\dxn[Mamá]¡Ya he llegado de trabajar! ¿Qué tal te ha ido el día?,2,\dxn[Ibu]Aku sudah pulang kerja! Bagaimana harimu?,proofread_opening
map,42,,2,Intro en casa,1,45,101,show_text,"\sh\dxn[Papá]¡Estupendamente, trabajar en la obra es muy duro, pero sigo hecho todo un roble!",2,"\sh\dxn[Papá]Hebat, bekerja di lokasi konstruksi sangat sulit, tapi saya tetap saja gagal total!",proofread_opening
map,42,,2,Intro en casa,1,47,101,show_text,"\dxn[Papá]¿Tú qué tal, cariño?",2,\dxn[Papá]Apa kabarmu sayang?,proofread_opening
map,42,,2,Intro en casa,1,49,101,show_text,"\dxn[Mamá]Hemos tenido muchos casos de Covidknight, los pacientes nos han dado mucho trabajo.",2,"\dxn[Mamá]Kami memiliki banyak kasus Covidknight, para pasien telah memberi kami banyak pekerjaan.",proofread_opening
map,42,,2,Intro en casa,1,53,101,show_text,"\dxn[Papá]Ya me imagino. Si quieres ve a cambiarte y relájate, que te he preparado la cena.",2,"\dxn[Papá]Saya bisa membayangkannya. Jika kamu mau, pergilah berganti pakaian dan bersantai, aku sudah menyiapkan makan malam untukmu.",proofread_opening
map,42,,2,Intro en casa,1,55,101,show_text,"\dxn[Mamá]¡Gracias, cariño!",2,\dxn[Mamá]Terima kasih sayang!,proofread_opening
map,42,,2,Intro en casa,1,67,101,show_text,\dxn[Mamá]¿Quién puede ser a estas horas?,2,\dxn[Ibu]Siapa yang datang selarut ini?,proofread_opening
map,42,,2,Intro en casa,1,69,355,script,"pbCameraScrollTo(23,31)",2,,skip_script
map,42,,2,Intro en casa,1,100,101,show_text,\f[psyduck000]¡¡¡¡PSYYYYDUCK!!!!,2,\f[psyduck000]PSYYYYDUCK!!!!,proofread_opening
map,42,,2,Intro en casa,1,105,101,show_text,\dxn[Mamá]¿De dónde ha salido este Psyduck?,2,\dxn[Mamá]Dari mana asal Psyduck ini?,proofread_opening
map,42,,2,Intro en casa,1,108,101,show_text,\f[psyduck002]¡¡¡¡PSYYYYDUCK!!!!,2,\f[psyduck002]PSYYYYDUCK!!!!,proofread_opening
map,42,,2,Intro en casa,1,110,101,show_text,\sh\dxn[???]¿Otra vez sales corriendo?,2,\sh\dxn[???]Apakah kamu melarikan diri lagi?,proofread_opening
map,42,,2,Intro en casa,1,118,101,show_text,\f[psyduck001]¡¡¡¡PSYYYYDUCK!!!!,2,\f[psyduck001]PSYYYYDUCK!!!!,proofread_opening
map,42,,2,Intro en casa,1,129,101,show_text,"\dxn[???]Perdonad, todavía no controlo a Psyduck, soy un poco patosa con los Pokémon.",2,"\dxn[???]Maaf, saya masih belum bisa mengontrol Psyduck, saya agak canggung dengan Pokémon.",proofread_opening
map,42,,2,Intro en casa,1,133,101,show_text,"\dxn[Mamá]\ts[2]Esto... no se preocupe, supongo.",2,"\dxn[Mamá]\ts[2]Ini... jangan khawatir, saya rasa.",proofread_opening
map,42,,2,Intro en casa,1,136,101,show_text,"\dxn[???]¡Debo irme, disculpad las molestias!",2,"\dxn[???]Saya harus pergi, maaf atas ketidaknyamanan ini!",proofread_opening
map,42,,2,Intro en casa,1,156,101,show_text,\sh\dxn[???]¡Ay no! ¡Pero si yo he venido a hablar de vuestro hijo!,2,\sh\dxn[???]Oh tidak! Tapi saya datang untuk membicarakan putra Anda!,proofread_opening
map,42,,2,Intro en casa,1,159,101,show_text,\sh\dxn[???]¡Ay no! ¡Pero si yo he venido a hablar de vuestra hija!,2,\sh\dxn[???]Oh tidak! Tapi saya datang untuk membicarakan putri Anda!,proofread_opening
map,42,,2,Intro en casa,1,167,101,show_text,\dxn[Mamá]¿De nuestro hijo?,2,\dxn[Mamá]Dari anak kami?,proofread_opening
map,42,,2,Intro en casa,1,170,101,show_text,\dxn[Mamá]¿De nuestra hija?,2,\dxn[Mamá]Dari putri kami?,proofread_opening
map,42,,2,Intro en casa,1,174,101,show_text,\dxn[Mamá]Perdone... ¿Quién es usted?,2,\dxn[Mamá]Permisi... Siapakah anda?,proofread_opening
map,42,,2,Intro en casa,1,179,101,show_text,\sh\dxn[???]¡Cierto! ¡Ni me he presentado!,2,\sh\dxn[???]Benar! Aku bahkan belum memperkenalkan diriku!,proofread_opening
map,42,,2,Intro en casa,1,190,101,show_text,\dxn[Álama]Mi nombre es Álama y soy la profesora de \PN.,2,\dxn[Álama]Namaku Álama dan aku guru dari \PN.,proofread_opening
map,42,,2,Intro en casa,1,194,101,show_text,"\dxn[Álama]Me dedico a enseñar y soy investigadora Pokémon también. Nunca habíamos coincidido cara a cara, creo.",2,"\dxn[Álama]Saya mendedikasikan diri saya untuk mengajar dan saya juga seorang peneliti Pokémon. Menurutku, kami belum pernah bertemu langsung.",proofread_opening
map,42,,2,Intro en casa,1,198,101,show_text,\dxn[Mamá]¿La profesora de \PN? ¡Oh! Es un placer conocerle.,2,Guru \dxn[Mamá]\PN? Oh! Senang bertemu dengan Anda.,proofread_opening
map,42,,2,Intro en casa,1,201,101,show_text,"\dxn[Álama]He venido para comentarles la situación de \PN, ya saben que mañana tendrá la oportunidad de pasar el examen de Entrenador.",2,"\dxn[Álama]Saya datang untuk memberi tahu Anda tentang situasi \PN, Anda sudah tahu bahwa besok dia akan memiliki kesempatan untuk lulus ujian Pelatih.",proofread_opening
map,42,,2,Intro en casa,1,205,101,show_text,\dxn[Álama]¡Se le dará la posibilidad de conseguir su primer Pokémon!,2,\dxn[Álama]Ia akan diberi kesempatan untuk mendapatkan Pokémon pertamanya!,proofread_opening
map,42,,2,Intro en casa,1,216,101,show_text,"\dxn[Mamá]Si \PN quiere tener un Pokémon, que lo tenga, siempre y cuando no le aparte de sus estudios.",2,"\dxn[Mamá]Jika \PN ingin memiliki Pokémon, biarkan dia memilikinya, selama hal itu tidak mengganggu studinya.",proofread_opening
map,42,,2,Intro en casa,1,219,101,show_text,"\dxn[Mamá]Tiene que llegar a ser un buen doctor para tener un futuro estable, debida a la situación de la región.",2,"\dxn[Mamá]Dia harus menjadi dokter yang baik untuk memiliki masa depan yang stabil, karena situasi di wilayah tersebut.",proofread_opening
map,42,,2,Intro en casa,1,222,101,show_text,"\dxn[Mamá]Tiene que llegar a ser una buena doctora para tener un futuro estable, debida a la situación de la región.",2,"\dxn[Mamá]Dia harus menjadi dokter yang baik untuk memiliki masa depan yang stabil, karena situasi di wilayah tersebut.",proofread_opening
map,42,,2,Intro en casa,1,227,101,show_text,\dxn[Álama]Hmm...,2,\dxn[Álama]Hmm...,proofread_opening
map,42,,2,Intro en casa,1,237,101,show_text,\dxn[Álama]No tiene por qué irse a ver mundo junto a sus Pokémon.,2,\dxn[Álama]Anda tidak perlu melihat dunia dengan Pokémon Anda.,proofread_opening
map,42,,2,Intro en casa,1,251,101,show_text,"\dxn[Álama]Pero debe saber que poder ver el mundo con sus propios ojos, es una experiencia que ningún libro le puede ofrecer.",2,\dxn[Álama]Tetapi Anda harus tahu bahwa bisa melihat dunia dengan mata kepala sendiri adalah pengalaman yang tidak bisa ditawarkan oleh buku mana pun.,proofread_opening
map,42,,2,Intro en casa,1,258,101,show_text,"\dxn[Álama]¡En fin, me retiro, que empieza mi serie favorita!",2,"\dxn[Álama]Pokoknya, saya berangkat, serial favorit saya dimulai!",proofread_opening
map,42,,2,Intro en casa,1,262,101,show_text,\dxn[Álama]¡Nos vemos!,2,\dxn[Álama]Sampai jumpa!,proofread_opening
map,42,,2,Intro en casa,1,277,101,show_text,\dxn[Mamá]Qué chica más rara... ¿Seguro que es profesora?,2,\dxn[Ibu]Gadis itu aneh sekali... yakin dia benar-benar guru?,proofread_opening
map,42,,2,Intro en casa,1,280,101,show_text,\dxn[Papá]¡A mí me ha parecido de lo más divertida!,2,\dxn[Papá]Saya pikir itu yang paling menyenangkan!,proofread_opening
map,42,,2,Intro en casa,1,283,101,show_text,"\dxn[Mamá]En fin, creo que iré a comentarle esto a \PN, puedes ir preparando la mesa.",2,"\dxn[Mamá]Bagaimanapun, saya rasa saya akan pergi dan memberi tahu \PN tentang ini, Anda dapat mulai menyiapkan meja.",proofread_opening
map,42,,2,Intro en casa,1,287,101,show_text,\sh\dxn[Papá]¡¡¡Las hamburguesas se van a enfriar!!!,2,\sh\dxn[Ayah]Hamburgernya keburu dingin!!!,proofread_opening
map,42,,2,Intro en casa,1,289,355,script,pbToneChangeAll(,2,,skip_script
map,42,,2,Intro en casa,1,290,655,script_cont,"Tone.new(-255, -255, -255, -255),",2,,skip_script
map,42,,2,Intro en casa,1,291,655,script_cont,20),2,,skip_script
map,42,,2,Intro en casa,1,316,355,script,pbToneChangeAll(,2,,skip_script
map,42,,2,Intro en casa,1,317,655,script_cont,"Tone.new(0, 0, 0, 0),",2,,skip_script
map,42,,2,Intro en casa,1,318,655,script_cont,20),2,,skip_script
map,42,,2,Intro en casa,1,321,101,show_text,(Estás viendo una retransmisión de Turtwitch...),2,(Kamu sedang menonton siaran ulang Turtwitch...),proofread_opening
map,42,,2,Intro en casa,1,329,101,show_text,"\dxn[Mamá]Hola, cariño.",2,\dxn[Mamá]Halo sayang.,proofread_opening
map,42,,2,Intro en casa,1,339,101,show_text,"\dxn[Mamá]Ha venido Álama, tu profesora de la escuela.",2,"\dxn[Ibu]Álama, gurumu di sekolah, tadi datang kemari.",proofread_opening
map,42,,2,Intro en casa,1,341,101,show_text,\dxn[Mamá]Nos ha comentado que mañana puedes optar por hacer el examen de Entrenador Pokémon.,2,\dxn[Ibu]Dia bilang besok kamu bisa memilih untuk mengikuti ujian Trainer Pokémon.,proofread_opening
map,42,,2,Intro en casa,1,343,101,show_text,"\dxn[Mamá]Hemos hablado de esto muchas veces, pero lograr destacar en esa rama es ralmente complicado.",2,"\dxn[Mamá]Kami telah membicarakan hal ini berkali-kali, tetapi untuk bisa menonjol di cabang tersebut sangatlah rumit.",proofread_opening
map,42,,2,Intro en casa,1,345,101,show_text,\dxn[Mamá]Pocos son capaces de llegar a lo más alto y venderse como figuras públicas.,2,\dxn[Mamá]Hanya sedikit yang mampu mencapai puncak dan menjual diri mereka sebagai figur publik.,proofread_opening
map,42,,2,Intro en casa,1,347,101,show_text,"\dxn[Mamá]Nosotros sólo queremos lo mejor para ti, la vida como Entrenador Pokémon puede ser un fracaso si no eres de los mejores.",2,"\dxn[Mamá]Kami hanya menginginkan yang terbaik untuk Anda, hidup sebagai Pelatih Pokémon bisa menjadi kegagalan jika Anda bukan salah satu yang terbaik.",proofread_opening
map,42,,2,Intro en casa,1,349,101,show_text,"\dxn[Mamá]Además, la situación de Akebia no es la más óptima por culpa de la \c[2]Familia Real\c[0].",2,"\dxn[Mamá]Selain itu, situasi Akebia sedang tidak optimal karena \c[2]Keluarga Kerajaan\c[0].",proofread_opening
map,42,,2,Intro en casa,1,352,101,show_text,"\dxn[Mamá]Lo digo por tu bien, estudia, y ya luego haz lo que te apetezca.",2,"\dxn[Mamá]Saya mengatakannya demi kebaikan Anda sendiri, belajarlah, lalu lakukan apa yang Anda inginkan.",proofread_opening
map,42,,2,Intro en casa,1,354,101,show_text,"\dxn[Mamá]Te quiero, cariño.",2,"\dxn[Mamá]Aku mencintaimu, sayang.",proofread_opening
map,42,,2,Intro en casa,1,359,101,show_text,\dxn[Mamá]Recuerda ir mañana a la \c[2]escuela\c[0] para recoger tus notas.,2,"\dxn[Ibu]Ingat, besok pergi ke \c[2]sekolah\c[0] untuk mengambil nilaimu.",proofread_opening
map,42,,2,Intro en casa,1,362,101,show_text,"\dxn[Mamá]¡Por cierto, encontré esto tirado por tu habitación, a ver si recogemos las cosas!",2,"\dxn[Mamá]Ngomong-ngomong, saya menemukan ini tergeletak di sekitar kamar Anda, mari kita lihat apakah kami bisa mengambilnya!",proofread_opening
map,42,,2,Intro en casa,1,363,355,script,pbReceiveItem(:DIARIO),2,,skip_script
map,42,,2,Intro en casa,1,365,101,show_text,\sh\dxn[Mamá]¡Y no te acuestes tarde!,2,\sh\dxn[Ibu]Dan jangan tidur terlalu larut!,proofread_opening
map,42,,2,Intro en casa,1,374,355,script,pbToneChangeAll(,2,,skip_script
map,42,,2,Intro en casa,1,375,655,script_cont,"Tone.new(-255, -255, -255, -255),",2,,skip_script
map,42,,2,Intro en casa,1,376,655,script_cont,20),2,,skip_script
map,42,,2,Intro en casa,1,389,101,show_text,<ac>Esa misma noche...</ac>,2,<ac>Malam itu juga...</ac>,proofread_opening
map,42,,19,EV019,1,6,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)",2,,skip_script
map,42,,41,EV041,1,0,101,show_text,Hay Pokéball y libros de pintura.,2,Ada Pokéball dan buku melukis.,proofread_opening
map,42,,30,EV030,1,0,101,show_text,El teclado está un poco sucio...,2,Keyboardnya agak kotor...,proofread_opening
map,42,,47,EV047,1,0,108,comment,noshadow,2,,skip_comment
map,42,,36,EV036,1,0,101,show_text,"Hay novelas ligeras, a tu madre le gustan bastante.",2,"Ada novel ringan, ibumu sangat menyukainya.",proofread_opening
map,42,,25,EV025,1,0,355,script,pbItemBall(:FRESHWATER),2,,skip_script
map,42,,3,mama llega de trabajar,4,4,101,show_text,"\dxn[Mamá]Hola, cariño, yo y Chansey tenemos fiesta durante este verano, así que estaré en casa por si necesitas cualquier cosa.",2,"\dxn[Mamá]Hai sayang, aku dan Chansey mengadakan pesta musim panas ini, jadi aku akan pulang jika kamu butuh sesuatu.",proofread_opening
map,42,,3,mama llega de trabajar,4,6,101,show_text,\dxn[Mamá]Tenemos equipo suficiente como para poder curar a tus Pokémon en un apuro.,2,\dxn[Ibu]Kami punya perlengkapan yang cukup untuk menyembuhkan Pokémon-mu kalau terjadi apa-apa.,proofread_opening
map,42,,3,mama llega de trabajar,4,18,101,show_text,"\dxn[Mamá]Y siento haberme comportado así ayer, ya sabes que me preocupo por tu futuro. Soy tu madre, tengo que ser pesada cuando toca, supongo.",2,"\dxn[Mamá]Dan aku minta maaf karena bersikap seperti itu kemarin, kamu tahu aku mengkhawatirkan masa depanmu. Aku ibumu, kurasa aku harus tegar jika itu terjadi.",proofread_opening
map,42,,3,mama llega de trabajar,4,23,101,show_text,\dxn[Mamá]Conviértete en lo que tu padre no pudo ser.,2,\dxn[Ibu]Jadilah seseorang yang dulu tak sempat Ayahmu capai.,proofread_opening
map,42,,3,mama llega de trabajar,4,25,101,show_text,"\dxn[Mamá]Mucha suerte en tu viaje, te quiero.",2,\dxn[Ibu]Semoga perjalananmu lancar. Ibu sayang padamu.,proofread_opening
map,42,,3,mama llega de trabajar,5,0,101,show_text,\dxn[Mamá]¿Qué tal todo cariño?¿Necesitas,2,\dxn[Mamá]Bagaimana semuanya sayang? Apakah kamu membutuhkan,proofread_opening
map,42,,3,mama llega de trabajar,5,1,401,show_text_cont,recuperar a tus Pokémon?,2,mendapatkan Pokemonmu kembali?,proofread_opening
map,42,,3,mama llega de trabajar,5,2,102,choices,Si,2,Ya,proofread_opening
map,42,,3,mama llega de trabajar,5,2,102,choices,No,2,Tidak,proofread_opening
map,42,,3,mama llega de trabajar,5,3,402,choice_branch,Si,2,Ya,proofread_opening
map,42,,3,mama llega de trabajar,5,4,101,show_text,\dxn[Mamá]Ahora mismo atendemos a tu equipo Pokémon.,2,"\dxn[Ibu]Baik, Pokémon-mu akan Ibu tangani sekarang.",proofread_opening
map,42,,3,mama llega de trabajar,5,23,402,choice_branch,No,2,Tidak,proofread_opening
map,42,,3,mama llega de trabajar,5,24,101,show_text,\dxn[Mamá]Ten un buen viaje entonces.,2,"\dxn[Ibu]Kalau begitu, selamat melanjutkan perjalanan.",proofread_opening
map,42,,3,mama llega de trabajar,7,0,101,show_text,\dxn[Mamá]¿Qué tal todo cariño?¿Necesitas,2,\dxn[Mamá]Bagaimana semuanya sayang? Apakah kamu membutuhkan,proofread_opening
map,42,,3,mama llega de trabajar,7,1,401,show_text_cont,recuperar a tus Pokémon?,2,mendapatkan Pokemonmu kembali?,proofread_opening
map,42,,3,mama llega de trabajar,7,2,102,choices,Si,2,Ya,proofread_opening
map,42,,3,mama llega de trabajar,7,2,102,choices,No,2,Tidak,proofread_opening
map,42,,3,mama llega de trabajar,7,3,402,choice_branch,Si,2,Ya,proofread_opening
map,42,,3,mama llega de trabajar,7,4,101,show_text,\dxn[Mamá]Ahora mismo atendemos a tu equipo Pokémon.,2,"\dxn[Ibu]Baik, Pokémon-mu akan Ibu tangani sekarang.",proofread_opening
map,42,,3,mama llega de trabajar,7,23,402,choice_branch,No,2,Tidak,proofread_opening
map,42,,3,mama llega de trabajar,7,24,101,show_text,\dxn[Mamá]Ten un buen viaje entonces.,2,"\dxn[Ibu]Kalau begitu, selamat melanjutkan perjalanan.",proofread_opening
map,42,,42,EV042,1,0,101,show_text,Hay Pokéball y libros de pintura.,2,Ada Pokéball dan buku melukis.,proofread_opening
map,42,,31,EV031,1,0,101,show_text,Tienes un fondo de pantalla de JoTos.,2,Anda memiliki wallpaper JoTos.,proofread_opening
map,42,,20,EV020,1,0,101,show_text,There's a photo of your childhood friends and the professor.,2,Ada foto teman masa kecilmu dan profesornya.,proofread_opening
map,42,,20,EV020,1,9,101,show_text,\w[],2,\w[],proofread_opening
map,42,,9,EV009,1,6,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)",2,,skip_script
map,42,,53,EV053,1,40,101,show_text,"\dxn[\PN]Antes de irme, debería colocarle lazo de papá a Riolu.",2,"\dxn[\PN]Sebelum saya pergi, saya harus menaruh busur ayah pada Riolu.",proofread_opening
map,42,,53,EV053,1,45,101,show_text,"\dxn[\PN]Antes de irme, debería colocarle lazo de papá a Riolu.",2,"\dxn[\PN]Sebelum saya pergi, saya harus menaruh busur ayah pada Riolu.",proofread_opening
map,42,,53,EV053,1,65,101,show_text,\f[riolu002]¡Riolu!,2,\f[riolu002]Riolu!,proofread_opening
map,42,,53,EV053,1,69,101,show_text,"\sh\dxn[\PN]¡Bien, es hora de empezar nuestro viaje!",2,"\sh\dxn[\PN]Oke, saatnya memulai perjalanan kita!",proofread_opening
map,42,,53,EV053,1,74,101,show_text,"\sh\dxn[\PN]¡Bien, es hora de empezar nuestro viaje!",2,"\sh\dxn[\PN]Oke, saatnya memulai perjalanan kita!",proofread_opening
map,42,,48,Tele,1,0,108,comment,noshadow,2,,skip_comment
map,42,,4,EV004,1,0,101,show_text,Hay restos de hamburguesa de la cena de ayer...,2,Masih ada sisa hamburger dari makan malam kemarin...,proofread_opening
map,42,,37,EV037,1,0,101,show_text,"Hay novelas ligeras, a tu madre le gustan bastante.",2,"Ada novel ringan, ibumu sangat menyukainya.",proofread_opening
map,42,,26,EV026,1,1,101,show_text,Se ve una foto de cuando eras más pequeño.,2,Anda melihat foto ketika Anda masih muda.,proofread_opening
map,42,,26,EV026,1,4,101,show_text,Se ve una foto de cuando eras más pequeña.,2,Anda melihat foto ketika Anda masih muda.,proofread_opening
map,42,,21,EV021,1,0,101,show_text,Hay una foto de tus amigos de la infancia y la profesora:,2,Ada foto teman masa kecilmu dan gurunya:,proofread_opening
map,42,,21,EV021,1,9,101,show_text,\w[],2,\w[],proofread_opening
map,42,,43,EV043,1,0,101,show_text,Hay Pokéball y libros de pintura.,2,Ada Pokéball dan buku melukis.,proofread_opening
map,42,,32,EV032,1,0,101,show_text,Aquí hay libros de conocimiento de Pokémon.,2,Berikut adalah buku pengetahuan Pokémon.,proofread_opening
map,76,,5,ayudante,1,0,101,show_text,"La profesora Álama llegó a Pueblo Gorrión hace como unos 7 años y fue asignada como profesora en la escuela, pero nunca hizo una carrera o algo similar...",4,"Profesor Álama datang ke Pueblo Gorrión sekitar tujuh tahun lalu dan ditugaskan mengajar di sekolah, meski ia tidak pernah menjalani karier resmi sebagai Profesor Pokémon...",proofread_opening
map,76,,5,ayudante,1,1,101,show_text,"No sé de dónde ha sacado sus conocimientos sobre los Pokémon, es una chica ciertamente curiosa.",4,Aku tidak tahu dari mana ia mendapatkan semua pengetahuan tentang Pokémon. Dia memang gadis yang sangat unik.,proofread_opening
map,76,,16,Tele,1,0,108,comment,noshadow,4,,skip_comment
map,76,,27,EV027,1,0,108,comment,noshadow,4,,skip_comment
map,76,,22,EV022,1,0,108,comment,noshadow,4,,skip_comment
map,76,,33,EV033,1,0,108,comment,noshadow,4,,skip_comment
map,76,,17,EV017,1,0,108,comment,noshadow,4,,skip_comment
map,76,,28,EV028,1,0,108,comment,noshadow,4,,skip_comment
map,76,,23,EV023,1,0,108,comment,noshadow,4,,skip_comment
map,76,,18,EV018,1,0,108,comment,noshadow,4,,skip_comment
map,76,,29,EV029,1,0,108,comment,noshadow,4,,skip_comment
map,76,,2,EV002,1,6,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)",4,,skip_script
map,76,,24,EV024,1,0,108,comment,noshadow,4,,skip_comment
map,76,,46,EV046,1,0,108,comment,noshadow,4,,skip_comment
map,76,,19,EV019,1,0,108,comment,noshadow,4,,skip_comment
map,76,,30,EV030,1,0,108,comment,noshadow,4,,skip_comment
map,76,,3,Escogiendo Pokémon,1,0,355,script,ChangeSpeed.new.pbChangeSpeed(0),4,,skip_script
map,76,,3,Escogiendo Pokémon,1,89,101,show_text,"\dxn[Eda]¡Qué ilusión, por favor! ¡Son preciosos!",4,\dxn[Eda]Senang sekali! Mereka cantik!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,97,101,show_text,\dxn[Eda]Espera... ¿No deberían ser tres Pokémon? Ahí sólo hay dos.,4,\dxn[Eda]Tunggu... bukankah seharusnya ada tiga Pokémon? Di sini cuma ada dua.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,109,101,show_text,"\dxn[Álama]¡Anda! ¡Pues sí, no me había dado cuenta!",4,"\dxn[Álama]Aduh! Benar juga, aku sampai tidak menyadarinya!",proofread_opening
map,76,,3,Escogiendo Pokémon,1,116,101,show_text,\dxn[Ayudante]Esto... Profesora Álama... Le recuerdo que esta mañana ha venido aquella joven entrenadora a recoger su Pokémon.,4,\dxn[Asisten]Ehm... Profesor Álama... saya ingin mengingatkan bahwa tadi pagi ada Trainer muda yang datang untuk mengambil Pokémonnya.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,119,101,show_text,\dxn[Ayudante]Esto... Profesora Álama... Le recuerdo que esta mañana ha venido aquél joven entrenador a recoger su Pokémon.,4,\dxn[Asisten]Ehm... Profesor Álama... saya ingin mengingatkan bahwa tadi pagi ada Trainer muda yang datang untuk mengambil Pokémonnya.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,124,101,show_text,"\dxn[Álama]¡Es verdad, qué cabeza la mía!",4,"\dxn[Álama]Benar juga! Waduh, pelupanya aku ini!",proofread_opening
map,76,,3,Escogiendo Pokémon,1,136,101,show_text,\dxn[Darek]Me temía algo parecido cuando he visto sólo a dos Pokémon...,4,\dxn[Darek]Aku sudah menduga hal seperti ini saat melihat cuma ada dua Pokémon...,proofread_opening
map,76,,3,Escogiendo Pokémon,1,140,101,show_text,\dxn[Eda]Y... ¿qué vamos a hacer ahora?,4,\dxn[Eda]Lalu... sekarang kita harus bagaimana?,proofread_opening
map,76,,3,Escogiendo Pokémon,1,145,101,show_text,"\dxn[Álama]Pues es una buena pregunta, la verdad...",4,"\dxn[Álama]Yah... itu pertanyaan yang bagus juga, sebenarnya...",proofread_opening
map,76,,3,Escogiendo Pokémon,1,148,101,show_text,\f[treecko000]¡TREECKO!,4,\f[treecko000]TREECKO!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,151,101,show_text,\f[Torchic000]¡CHIC!,4,\f[Torchic000]CHIC!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,182,101,show_text,\dxn[Álama]¡Parece que les habéis caído bien!,4,\dxn[Álama]Sepertinya mereka langsung menyukaimu!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,191,101,show_text,\dxn[Eda]¡Ay! ¡Justamente es el que más me gusta de los dos!,4,\dxn[Eda]Ah! Justru itu yang paling kusukai dari keduanya!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,195,101,show_text,"\dxn[Darek]Lo mismo digo, Treecko tiene el mismo carácter que yo.",4,\dxn[Darek]Aku juga begitu. Treecko punya sifat yang sama denganku.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,227,101,show_text,\dxn[Eda]Pero... ¿y \PN?,4,\dxn[Eda]Tapi... bagaimana dengan \PN?,proofread_opening
map,76,,3,Escogiendo Pokémon,1,231,101,show_text,\dxn[Eda]¿Con qué Pokémon se va a quedar?,4,\dxn[Eda]Pokémon apa yang akan didapat \PN?,proofread_opening
map,76,,3,Escogiendo Pokémon,1,247,101,show_text,\dxn[Álama]¡Espera! ¡Creo que sé qué podemos hacer!,4,\dxn[Álama]Tunggu! Kurasa aku tahu apa yang bisa kita lakukan!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,251,101,show_text,"\dxn[Álama]Pásate por mi casa en un rato, creo que tengo una solución.",4,\dxn[Álama]Datanglah ke rumahku sebentar lagi. Kurasa aku punya solusinya.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,255,101,show_text,"\dxn[Álama]Darek, Eda. Vosotros os podéis ir ya, si lo tenéis claro. Tomad la Pokédex y las Poké Ball.",4,"\dxn[Álama]Darek, Eda. Anda bisa pergi sekarang, jika Anda sudah jelas tentang hal itu. Ambil Pokédex dan Poké Balls.",proofread_opening
map,76,,3,Escogiendo Pokémon,1,300,101,show_text,"\dxn[Álama]Somos vecinos, así que no tiene mucha pérdida.",4,\dxn[Álama]Kita bertetangga jadi tidak rugi banyak.,proofread_opening
map,76,,3,Escogiendo Pokémon,1,304,101,show_text,"\dxn[Álama]¡Vamos, Psyduck!",4,"\dxn[Álama]Ayo, Psyduck!",proofread_opening
map,76,,3,Escogiendo Pokémon,1,308,101,show_text,\f[psyduck000]¡PSYDUCK!,4,\f[psyduck000]PSYDUCK!,proofread_opening
map,76,,3,Escogiendo Pokémon,1,350,355,script,"pbSetSocialLinkFavoritePokemon(:DAREK,:TREECKO,0,0,false)",4,,skip_script
map,76,,3,Escogiendo Pokémon,1,351,355,script,"pbSetSocialLinkFavoritePokemon(:EDA,:TORCHIC,0,0,false)",4,,skip_script
map,76,,25,EV025,1,0,108,comment,noshadow,4,,skip_comment
map,76,,47,EV047,1,0,108,comment,noshadow,4,,skip_comment
map,76,,20,"Fuente, size(3,1)",1,0,108,comment,noshadow,4,,skip_comment
map,76,,31,EV031,1,0,108,comment,noshadow,4,,skip_comment
map,76,,15,EV015,1,6,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)",4,,skip_script
map,76,,26,EV026,1,0,108,comment,noshadow,4,,skip_comment
